Student_ID,Student_Name,Batch_Year,Year_of_Study,Programme,Department,Mess_Hall_Assigned,Home_State,Home_Region,Dietary_Preference,Non_Veg_Frequency,Veg_Preference_Strength,Food_Allergy,Mess_Plan_Type,Monthly_Mess_Fee_INR,Registration_Date,Exit_Date,Is_Active,Avg_Attendance_Rate,Avg_Taste_Rating_Given,Preferred_Cuisine,Feedback_Participation_Rate,Scholarship_Holder,Hometown_Distance_km
S1131,Lekha Gupta,2017,5,B.Tech,ECE,MH_B,Kerala,South,Vegan,,,,Full_Board,3500,2017-07-13,2021-05-23,False,0.59,3.48,South_Indian,0.073,,181.0
S1132,Chaitanya Sarin,2017,5,M.Tech,CE,MH_A,Bihar,North,Veg,,Strict,Others,Lunch_Dinner,3500,2017-07-10,25/05/2019,False,0.76,5.0,,0.274,False,600.0
S1133,Zinal Yohannan,2017,5,B.Tech,CSE,MH_B,Uttar Pradesh,North,Vegetarian,,Strict,None,Full_Board,3500,2017-07-10,2021-05-27,False,0.774,2.97,,0.18,False,267.0
S1134,Januja Sankar,2017,5,PhD,BT,MH_A,Tamil Nadu,South,Veg,,Flexible,,Lunch_Dinner,3500,2017-07-12,2022-05-15,False,0.397,4.77,,0.5,False,276.0
S1135,Ganga Murthy,2017,5,B.Tech,ME,MH_G,Gujarat,West,Veg,,Strict,,Full_Board,3500,2017-07-01,22/05/2021,False,0.362,3.14,No_Preference,0.443,False,318.0
S1136,Charita Tripathi,2017,5,B.Tech,CSE,MH_G,Uttar Pradesh,North,Veg,,Flexible,,Full_Board,3500,2017-07-15,20/05/2021,False,0.751,3.83,North_Indian,0.456,,52.0
S1137,Nilima Narain,2017,5,M.Tech,CSE,MH_G,Telangana,South,Veg,,Flexible,,Custom,3500,2017-07-18,2019-05-17,False,0.328,4.11,South_Indian,0.393,True,2032.0
S1138,Chakrika Datta,2017,5,B.Tech,CSE,MH_A,Telangana,South,Non_Veg,Daily,,None,Full_Board,3500,2017-07-07,2021-05-21,False,0.824,3.19,North_Indian,0.582,False,993.0
S1139,Osha Raghavan,2017,5,B.Tech,CSE,MH_B,Assam,Northeast,Non_Veg,Alternate_Days,,None,Full_Board,3500,2017-07-09,2021-05-29,False,0.951,4.7,North_Indian,0.347,False,159.0
S1140,Charvi Ravi,2017,5,B.Tech,CE,MH_A,Tamil Nadu,South,Non_Veg,Daily,,None,Breakfast_Only,3500,2017-07-13,2021-05-20,False,0.713,3.92,North_Indian,0.445,False,141.0
S1141,Daksha Mangat,2017,5,B.Tech,ECE,MH_A,Uttar Pradesh,North,Veg,,Flexible,None,Full_Board,3500,01/07/2017,2021-05-18,False,0.957,3.41,Continental,0.083,,392.0
S1142,Qushi Nagy,2017,5,B.Tech,ME,MH_G,Bihar,North,Veg,,Strict,None,Full_Board,3500,"July 18, 2017",2021-05-24,False,0.696,3.41,,0.144,True,1040.0
S1143,Riya Sathe,2017,5,B.Tech,ME,MH_G,Maharashtra,West,Non_Veg,Weekly_Once,,,Full_Board,3500,2017-07-16,2021-05-29,False,0.685,3.51,No_Preference,0.776,False,1213.0
S1144,Yasti Solanki,2017,5,B.Tech,CSE,MH_A,Maharashtra,West,Veg,,Strict,,Full_Board,3500,2017-07-11,20/05/2021,False,0.641,2.38,North_Indian,0.05,False,313.0
S1145,Frado Mander,2017,5,M.Tech,EE,MH_G,Bihar,North,Veg,,Flexible,None,Lunch_Dinner,3500,"July 17, 2017","May 16, 2019",False,0.628,4.63,North_Indian,0.076,,70.0
S1146,Girik Keer,2017,5,B.Tech,CE,MH_A,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3500,2017-07-09,"May 21, 2021",False,0.565,2.76,,0.375,False,231.0
S1147,Umang Issac,2017,5,B.Tech,CSE,MH_G,Gujarat,West,Veg,,Indifferent,,Full_Board,3500,16/07/2017,"May 24, 2021",False,0.523,2.46,South_Indian,0.195,False,300.0
S1148,Aryan Batra,2017,5,B.Tech,ECE,MH_A,Uttar Pradesh,North,Veg,,Strict,None,Lunch_Dinner,3500,"July 06, 2017",2021-05-17,False,0.702,4.57,,0.263,True,600.0
S1149,Vaishnavi Bora,2017,5,B.Tech,CSE,MH_B,Tamil Nadu,South,Non_Veg,Daily,,None,Full_Board,3500,2017-07-12,"May 25, 2021",False,0.784,2.48,South_Indian,0.116,False,128.0
S1150,Oeshi Hayer,2017,5,B.Tech,CH,MH_A,Rajasthan,North,Non_Veg,Daily,,None,Lunch_Dinner,3500,2017-07-12,"May 19, 2021",False,0.882,3.71,North_Indian,0.06,False,527.0
S1151,Warda Ratta,2017,5,B.Tech,ME,MH_G,Tamil Nadu,South,Veg,,Flexible,Lactose,Lunch_Dinner,3500,2017-07-17,2021-05-21,False,0.712,4.72,No_Preference,0.518,,228.0
S1152,Manbir Ahluwalia,2017,5,B.Tech,ECE,MH_G,Gujarat,West,Veg,,Flexible,Others,Full_Board,3500,2017-07-10,"May 22, 2021",False,0.843,4.38,South_Indian,0.227,,786.0
S1153,Pavani Kanda,2017,5,B.Tech,ME,MH_A,Punjab,North,Non_Veg,Alternate_Days,,None,Full_Board,3500,2017-07-14,24/05/2021,False,0.748,2.34,,0.141,False,96.0
S1154,Zarna Shetty,2017,5,B.Tech,ECE,MH_A,West Bengal,East,Non_Veg,Weekly_Once,,Nut,Lunch_Dinner,3500,08/07/2017,"May 19, 2021",False,0.557,2.95,,0.32,False,269.0
S1155,Zaid Dara,2017,5,B.Tech,CSE,MH_A,Punjab,North,Veg,,Indifferent,,Custom,3500,"July 19, 2017",2021-05-29,False,0.716,3.02,,0.405,False,2717.0
S1156,Kiaan Shetty,2017,5,B.Tech,CE,MH_A,Uttar Pradesh,North,Veg,,Strict,None,Full_Board,3500,"July 02, 2017",2021-05-29,False,0.816,2.8,North_Indian,0.17,True,1115.0
S1157,Saanvi Thaman,2017,5,B.Tech,CE,MH_A,Bihar,North,Veg,,Indifferent,Lactose,Full_Board,3500,"July 04, 2017","May 24, 2021",False,0.727,4.21,,0.321,False,376.0
S1158,Sanaya Dutt,2017,5,B.Tech,CH,MH_G,Madhya Pradesh,Central,Vegetarian,,Indifferent,,Full_Board,3500,2017-07-11,2021-05-26,False,0.749,2.0,North_Indian,0.054,False,363.0
S1159,Shivani Lad,2017,5,B.Tech,CE,MH_A,Uttar Pradesh,North,Eggetarian,Weekly_Once,,,Custom,3500,2017-07-19,2021-05-18,False,0.579,3.74,South_Indian,0.751,,3000.0
S1160,Aradhana Verma,2017,5,M.Tech,CE,MH_G,Delhi,North,Veg,,Indifferent,None,Custom,3500,07/07/2017,2019-05-22,False,0.766,3.68,,0.637,False,305.0
S1161,William Maharaj,2017,5,M.Tech,ECE,MH_B,Gujarat,West,Veg,,Flexible,None,Lunch_Dinner,3500,"July 14, 2017",2019-05-16,False,0.435,1.56,North_Indian,0.321,False,637.0
S1162,Faras Mangal,2017,5,PhD,EE,MH_G,Bihar,North,Veg,,Flexible,None,Full_Board,3500,2017-07-07,2022-05-24,False,0.745,3.72,No_Preference,0.203,False,228.0
S1163,Anita Nayak,2017,5,B.Tech,EE,MH_A,Kerala,South,Non_Veg,Alternate_Days,,None,Full_Board,3500,2017-07-06,2021-05-20,False,0.701,2.0,North_Indian,0.391,True,79.0
S1164,Faris Devi,2017,5,B.Tech,EE,MH_G,Jammu & Kashmir,North,Veg,,Strict,None,Full_Board,3500,04/07/2017,2021-05-21,False,0.647,2.32,South_Indian,0.527,False,243.0
S1165,Vihaan Rajagopal,2017,5,B.Tech,EE,MH_A,Tamil Nadu,South,Veg,,Strict,None,Full_Board,3500,2017-07-05,2021-05-28,False,1.1052959422134563,3.18,South_Indian,0.202,True,261.0
S1166,Tanish Bhatt,2017,5,B.Tech,CH,MH_B,Uttar Pradesh,North,Non_Veg,Weekly_Once,,None,Custom,3500,17/07/2017,"May 18, 2021",False,0.88,3.34,South_Indian,0.239,True,1248.0
S1167,Nikita Narayanan,2017,5,B.Tech,CE,MH_B,Sikkim,Northeast,Non_Veg,Weekly_Once,,None,Full_Board,3500,08/07/2017,20/05/2021,False,0.667,2.7,Continental,0.31,False,270.0
S1168,Ojasvi Bhatia,2017,5,B.Tech,CSE,MH_A,Gujarat,West,Veg,,Flexible,,Full_Board,3500,2017-07-18,2021-05-18,False,0.825,2.85,North_Indian,0.145,True,283.0
S1169,Osha Ramachandran,2017,5,B.Tech,EE,MH_A,Tamil Nadu,South,Non_Veg,Weekly_Once,,,Custom,3500,"July 04, 2017",2021-05-25,False,0.88,2.9,South_Indian,0.595,False,132.0
S1170,Lajita Sood,2017,5,PhD,EE,MH_G,Gujarat,West,Veg,,Indifferent,,Full_Board,3500,10/07/2017,2022-05-27,False,0.836,3.73,South_Indian,0.191,False,86.0
S1171,Indira Misra,2017,5,PhD,CSE,MH_G,Madhya Pradesh,Central,Veg,,Strict,None,Lunch_Dinner,3500,11/07/2017,"May 20, 2022",False,0.714,3.8,,0.507,,67.0
S1172,Oni Yohannan,2017,5,B.Tech,ME,MH_A,Maharashtra,West,Eggetarian,Weekly_Once,,None,Full_Board,3500,2017-07-11,27/05/2021,False,0.773,3.9,North_Indian,0.134,True,1838.0
S1173,Vinaya Kanda,2017,5,B.Tech,Other,MH_B,Telangana,South,Non_Veg,Weekly_Once,,,Full_Board,3500,2017-07-10,2021-05-16,False,0.581,2.85,,0.619,True,515.0
S1174,Rajata Sunder,2017,5,M.Tech,ECE,MH_B,Andhra Pradesh,South,Non_Veg,Weekly_Once,,None,Full_Board,3500,2017-07-14,2019-05-23,False,0.559,5.0,No_Preference,0.52,,1083.0
S1175,Lopa Nayar,2017,5,B.Tech,ECE,MH_B,Bihar,North,Vegetarian,,Flexible,None,Full_Board,3500,15/07/2017,2021-05-27,False,0.74,3.88,,0.143,,1890.0
S1176,Noah Sibal,2017,5,PhD,ME,MH_A,Rajasthan,North,Veg,,Strict,None,Full_Board,3500,07/07/2017,2022-05-22,False,0.681,4.02,South_Indian,0.459,,595.0
S1177,Avi Ramesh,2017,5,B.Tech,CSE,MH_A,Rajasthan,North,Non_Veg,Daily,,None,Full_Board,3500,14/07/2017,"May 22, 2021",False,0.666,4.12,South_Indian,0.695,False,3000.0
S1178,Fiyaz Sangha,2017,5,B.Tech,EE,MH_A,West Bengal,East,Non_Veg,Alternate_Days,,Nut,Lunch_Dinner,3500,01/07/2017,16/05/2021,False,0.874,2.73,North_Indian,0.22,True,994.0
S1179,Triya Gopal,2017,5,M.Tech,Other,MH_A,Odisha,East,Non_Veg,Rarely,,,Lunch_Dinner,3500,2017-07-07,2019-05-17,False,0.838,4.01,South_Indian,0.239,,626.0
S1180,Abha Raghavan,2017,5,PhD,Other,MH_A,Jharkhand,East,Non_Veg,Rarely,,,Full_Board,3500,2017-07-07,2022-05-28,False,0.811,2.19,North_Indian,0.56,True,754.0
S1181,Siddharth Sha,2017,5,B.Tech,CSE,MH_B,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,2017-07-01,2021-05-27,False,0.423,2.22,North_Indian,0.307,,437.0
S1182,Geetika Raghavan,2017,5,PhD,BT,MH_B,Madhya Pradesh,Central,Veg,,Strict,,Custom,3500,2017-07-10,"May 21, 2022",False,0.754,2.32,South_Indian,0.36,False,252.0
S1183,Oviya Krishnan,2017,5,B.Tech,CE,MH_B,Bihar,North,Veg,,Indifferent,None,Breakfast_Only,3500,11/07/2017,2021-05-26,False,0.883,2.95,South_Indian,0.422,False,424.0
S1184,Upma Bahl,2017,5,B.Tech,ECE,MH_A,Odisha,East,Veg,,Strict,,Lunch_Dinner,3500,2017-07-07,28/05/2021,False,1.1679208153652478,3.42,South_Indian,0.564,,1198.0
S1185,Inaya Kapur,2017,5,B.Tech,ECE,MH_A,Tamil Nadu,South,Veg,,Strict,,Full_Board,3500,2017-07-04,"May 20, 2021",False,0.791,2.47,,0.144,False,1495.0
S1186,Banjeet Balasubramanian,2017,5,B.Tech,Other,MH_A,Madhya Pradesh,Central,veg,,Indifferent,,Full_Board,3500,10/07/2017,2021-05-18,False,0.6,3.83,North_Indian,0.625,False,1430.0
S1187,Ryan Bahri,2017,5,M.Tech,ME,MH_B,Tamil Nadu,South,Non_Veg,Alternate_Days,,None,Lunch_Dinner,3500,"July 06, 2017",2019-05-23,False,0.672,3.25,North_Indian,0.271,,1349.0
S1188,William Date,2017,5,M.Tech,CSE,MH_A,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,2017-07-11,2019-05-18,False,0.912,3.54,Continental,0.158,False,1525.0
S1189,Ishwar Kamdar,2017,5,B.Tech,ME,MH_A,Madhya Pradesh,Central,Vegetarian,,Indifferent,,Full_Board,3500,2017-07-16,2021-05-28,False,0.841,4.89,South_Indian,0.264,,117.0
S1190,Aahana Pillay,2017,5,B.Tech,CH,MH_B,Uttar Pradesh,North,Veg,,Indifferent,None,Breakfast_Only,3500,2017-07-19,"May 16, 2021",False,1.0705331440284176,2.42,North_Indian,0.259,True,341.0
S1191,Ishwar Gade,2017,5,B.Tech,CSE,MH_B,Haryana,North,Non_Veg,Alternate_Days,,None,Full_Board,3500,2017-07-02,2021-05-17,False,0.698,3.35,South_Indian,0.367,True,1199.0
S1192,Hritik Bal,2017,5,B.Tech,CE,MH_B,Jharkhand,East,Veg,,Flexible,,Custom,3500,2017-07-10,2016-12-21,False,0.586,3.7,South_Indian,0.214,,442.0
S1193,Keya Ranganathan,2017,5,B.Tech,CSE,MH_A,Tamil Nadu,South,Veg,,Flexible,None,Lunch_Dinner,3500,2017-07-12,2021-05-22,False,0.706,3.93,No_Preference,0.195,False,3000.0
S1194,Faqid Kibe,2017,5,PhD,ECE,MH_B,Maharashtra,West,Veg,,Flexible,,Full_Board,3500,15/07/2017,19/05/2022,False,0.786,4.31,North_Indian,0.362,,648.0
S1195,Charvi Dara,2017,5,M.Tech,ME,MH_B,Uttar Pradesh,North,Veg,,Strict,None,Lunch_Dinner,3500,"July 05, 2017",2019-05-20,False,0.769,4.8,South_Indian,0.449,False,299.0
S1196,Idika Walia,2017,5,PhD,ME,MH_G,Karnataka,South,non_veg,Rarely,,None,Breakfast_Only,3500,01/07/2017,2022-05-20,False,0.904,3.74,South_Indian,0.456,False,1483.0
S1197,Kamala Biswas,2017,5,B.Tech,ECE,MH_B,Uttar Pradesh,North,Veg,,Indifferent,Lactose,Full_Board,3500,2017-07-08,2021-05-29,False,0.588,3.91,North_Indian,0.524,False,427.0
S1198,Advik Salvi,2017,5,B.Tech,CSE,MH_A,Karnataka,South,Veg,,Strict,None,Custom,3500,2017-07-08,"May 20, 2021",False,0.586,3.6,South_Indian,0.329,True,255.0
S1199,Hitesh Sant,2017,5,B.Tech,BT,MH_A,Uttar Pradesh,North,Non_Veg,Alternate_Days,,,Full_Board,3500,2017-07-10,"May 27, 2021",False,0.537,4.74,,0.181,False,66.0
S1200,Tripti Dua,2017,5,B.Tech,ME,MH_B,Gujarat,West,Non_Veg,Weekly_Once,,,Full_Board,3500,2017-07-01,26/05/2021,False,0.719,4.06,No_Preference,0.242,False,1086.0
S1201,Patrick Vig,2017,5,M.Tech,BT,MH_A,West Bengal,East,Non_Veg,Daily,,,Lunch_Dinner,3500,"July 15, 2017",2019-05-25,False,1.078907874470569,3.1,North_Indian,0.43,False,192.0
S1202,Veda Shroff,2017,5,B.Tech,CE,MH_G,Gujarat,West,Veg,,Flexible,,Full_Board,3500,2017-07-12,2021-05-20,False,0.655,3.09,North_Indian,0.767,True,166.0
S1203,Amrita Naidu,2017,5,M.Tech,CSE,MH_B,Uttarakhand,North,Veg,,Flexible,None,Full_Board,3500,01/07/2017,2019-05-28,False,0.757,2.65,No_Preference,0.274,True,186.0
S1204,Gabriel Mallick,2017,5,M.Tech,CSE,MH_B,Haryana,North,Veg,,Strict,,Full_Board,3500,2017-07-06,2019-05-25,False,0.647,1.8,No_Preference,0.217,False,243.0
S1205,Yagnesh Shetty,2017,5,B.Tech,ME,MH_G,Tamil Nadu,South,Veg,,Strict,,Lunch_Dinner,3500,2017-07-17,28/05/2021,False,0.686,4.16,South_Indian,0.355,False,197.0
S1206,Gayathri Balakrishnan,2017,5,PhD,ME,MH_G,Uttarakhand,North,Veg,,Strict,,Full_Board,3500,2017-07-10,2022-05-19,False,0.644,3.61,North_Indian,0.291,False,709.0
S1207,Ekta Gopal,2017,5,B.Tech,CH,MH_A,Punjab,North,Veg,,Flexible,Others,Full_Board,3500,13/07/2017,2021-05-15,False,0.55,3.19,,0.794,True,253.0
S1208,Simon Pant,2017,5,B.Tech,EE,MH_B,Jharkhand,East,Non_Veg,Rarely,,None,Lunch_Dinner,3500,2017-07-03,2021-05-29,False,0.872,4.65,North_Indian,0.523,True,112.0
S1209,Harini Mammen,2017,5,M.Tech,BT,MH_G,Gujarat,West,Eggetarian,Alternate_Days,,,Lunch_Dinner,3500,2017-07-18,26/05/2019,False,0.725,4.21,South_Indian,0.329,False,204.0
S1210,Advaith Varughese,2017,5,B.Tech,CSE,MH_B,Arunachal Pradesh,Northeast,Veg,,Indifferent,None,Full_Board,3500,2017-07-19,"May 22, 2021",False,0.72,2.92,North_Indian,0.532,False,365.0
S1211,Frederick Khurana,2017,5,B.Tech,CH,MH_B,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,"July 15, 2017","May 19, 2021",False,0.66,3.32,,0.383,,499.0
S1212,Vrinda Khosla,2017,5,M.Tech,Other,MH_B,Tamil Nadu,South,Non_Veg,Daily,,None,Full_Board,3500,08/07/2017,2017-05-19,False,0.861,3.0,North_Indian,0.081,False,396.0
S1213,Vritti Sem,2017,5,M.Tech,ME,MH_G,Rajasthan,North,Veg,,Flexible,None,Lunch_Dinner,3500,03/07/2017,2019-05-15,False,0.589,3.54,No_Preference,0.305,True,443.0
S1214,,2017,5,M.Tech,CSE,MH_B,Rajasthan,North,Veg,,Flexible,None,Lunch_Dinner,3500,2017-07-15,2019-05-21,False,0.751,3.57,North_Indian,0.182,True,466.0
S1215,Girik Menon,2017,5,B.Tech,ECE,MH_A,Himachal Pradesh,North,Veg,,Indifferent,,Full_Board,3500,14/07/2017,2021-05-16,False,0.435,3.69,,0.565,True,520.0
S1216,Nidhi Kohli,2017,5,M.Tech,CH,MH_B,Odisha,East,nonveg,Daily,,,Full_Board,3500,2017-07-07,2019-05-16,False,0.674,2.96,North_Indian,0.522,,389.0
S1217,Jyoti Solanki,2017,5,B.Tech,ME,MH_A,Bihar,North,Veg,,Strict,None,Full_Board,3500,2017-07-07,"May 18, 2021",False,0.858,1.87,Continental,0.395,True,85.0
S1218,Pavani Narayanan,2017,5,B.Tech,CSE,MH_A,Maharashtra,West,Veg,,Flexible,,Full_Board,3500,2017-07-17,"May 26, 2021",False,0.832,2.89,Continental,0.157,False,434.0
S1219,Sudiksha Madan,2017,5,B.Tech,ME,MH_G,Rajasthan,North,Non_Veg,Weekly_Once,,None,Full_Board,3500,03/07/2017,19/05/2021,False,0.698,2.63,South_Indian,0.352,,506.0
S1220,Zayan Kashyap,2017,5,B.Tech,ME,MH_A,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,10/07/2017,"May 18, 2021",False,0.714,2.41,North_Indian,0.173,False,810.0
S1221,Reyansh Mutti,2017,5,PhD,CH,MH_A,West Bengal,East,Non_Veg,Daily,,,Full_Board,3500,2017-07-08,2022-05-18,False,0.777,2.56,North_Indian,0.571,False,115.0
S1222,Qasim Handa,2017,5,B.Tech,EE,MH_B,Andhra Pradesh,South,non_veg,Rarely,,None,Full_Board,3500,2017-07-11,"May 26, 2021",False,0.744,1.35,,0.304,,181.0
S1223,Veda Malhotra,2017,5,B.Tech,CE,MH_B,Karnataka,South,Veg,,Indifferent,None,Breakfast_Only,3500,2017-07-16,28/05/2021,False,0.737,3.25,No_Preference,0.613,True,134.0
S1224,Harish Hari,2017,5,B.Tech,BT,MH_B,Rajasthan,North,Veg,,Flexible,None,Full_Board,3500,2017-07-14,26/05/2021,False,0.61,3.49,Continental,0.296,,79.0
S1225,Utkarsh Patel,2017,5,B.Tech,ME,MH_A,Uttarakhand,North,Veg,,Strict,None,Full_Board,3500,2017-07-11,29/05/2021,False,0.521,2.7,,0.295,False,478.0
S1226,Chasmum Atwal,2017,5,B.Tech,EE,MH_A,Rajasthan,North,Veg,,Indifferent,,Full_Board,3500,2017-07-13,2016-11-27,False,0.707,2.92,,0.521,False,1312.0
S1227,Anusha Bath,2017,5,PhD,CSE,MH_B,Uttarakhand,North,Vegetarian,,Indifferent,,Custom,3500,10/07/2017,24/05/2022,False,0.849,4.0,No_Preference,0.25,,710.0
S1228,Brinda Date,2017,5,B.Tech,CSE,MH_B,Tamil Nadu,South,pure-veg,,Flexible,None,Custom,3500,2017-07-18,"May 26, 2021",False,0.52,3.57,South_Indian,0.135,True,476.0
S1229,Harshil Arora,2017,5,M.Tech,ECE,MH_B,Mizoram,Northeast,Non_Veg,Daily,,None,Full_Board,3500,17/07/2017,2019-05-29,False,0.818,2.46,North_Indian,0.176,True,52.0
S1230,Upasna Srinivas,2017,5,B.Tech,ME,MH_A,Tamil Nadu,South,Non_Veg,Alternate_Days,,Gluten,Full_Board,3500,2017-07-14,"May 27, 2021",False,0.782,3.19,North_Indian,0.668,False,990.0
S1231,Harini Gour,2017,5,B.Tech,CSE,MH_A,Kerala,South,Eggetarian,Alternate_Days,,,Full_Board,3500,2017-07-01,2021-05-15,False,0.904,2.66,North_Indian,0.277,True,179.0
S1232,Zayyan Sridhar,2017,5,B.Tech,ECE,MH_A,Bihar,North,Veg,,Strict,Gluten,Lunch_Dinner,3500,2017-07-12,18/05/2021,False,0.671,2.38,,0.375,True,176.0
S1233,Dhruv Rattan,2017,5,M.Tech,EE,MH_B,Tamil Nadu,South,Veg,,Flexible,None,Lunch_Dinner,3500,15/07/2017,"May 22, 2019",False,0.702,2.43,South_Indian,0.062,True,1519.0
S1234,Ethan Bera,2017,5,B.Tech,EE,MH_B,Nagaland,Northeast,Non_Veg,Alternate_Days,,None,Full_Board,3500,2017-07-06,22/05/2021,False,0.779,3.91,North_Indian,0.338,False,228.0
S1235,Manthan Modi,2017,5,B.Tech,CE,MH_B,TN,South,Non_Veg,Weekly_Once,,None,Lunch_Dinner,3500,2017-07-08,2021-05-15,False,0.631,4.04,No_Preference,0.198,False,1416.0
S1236,Yuvraj Dani,2017,5,B.Tech,CSE,MH_B,Telangana,South,Eggetarian,Weekly_Once,,,Full_Board,3500,03/07/2017,2021-05-29,False,0.389,2.61,South_Indian,0.412,,309.0
S1237,Upkaar Virk,2017,5,B.Tech,CSE,MH_B,Madhya Pradesh,Central,Veg,,Strict,,Full_Board,3500,2017-07-10,2021-05-16,False,0.715,2.96,,0.091,True,1260.0
S1238,Shravya Savant,2017,5,B.Tech,ECE,MH_G,Kerala,South,Veg,,Flexible,None,Full_Board,3500,2017-07-03,"May 21, 2021",False,0.741,3.38,South_Indian,0.38,,559.0
S1239,Pushti Mody,2017,5,B.Tech,CSE,MH_B,Manipur,Northeast,Non_Veg,Weekly_Once,,,Full_Board,3500,"July 19, 2017",20/05/2021,False,0.797,3.52,South_Indian,0.308,,610.0
S1240,Hardik Johal,2017,5,B.Tech,ECE,MH_B,Kerala,South,Vegan,,,None,Full_Board,3500,2017-07-16,2021-05-21,False,0.629,3.88,,0.166,True,460.0
S1241,Aishani Bumb,2017,5,B.Tech,ECE,MH_A,Telangana,South,Non_Veg,Weekly_Once,,Others,Full_Board,3500,2017-07-04,2021-05-20,False,1.2775032934140764,2.93,North_Indian,0.773,False,325.0
S1242,Wriddhish Ghose,2017,5,M.Tech,ME,MH_B,Uttar Pradesh,North,Veg,,Flexible,,Full_Board,3500,2017-07-02,15/05/2019,False,0.509,2.46,South_Indian,0.146,False,95.0
S1243,Naksh Agate,2017,5,B.Tech,CSE,MH_G,Telangana,South,Veg,,Indifferent,None,Full_Board,3500,2017-07-19,2021-05-17,False,0.916,3.13,South_Indian,0.69,False,190.0
S1244,Shravya Singhal,2017,5,B.Tech,CSE,MH_G,Bihar,North,Vegetarian,,Strict,,Full_Board,3500,19/07/2017,22/05/2021,False,0.885,2.85,,0.521,False,1372.0
S1245,,2017,5,B.Tech,CE,MH_B,Madhya Pradesh,Central,Veg,,Flexible,None,Full_Board,3500,2017-07-12,2021-05-25,False,0.584,3.03,North_Indian,0.392,False,347.0
S1246,Bachittar Kata,2017,5,B.Tech,CE,MH_A,West Bengal,East,Non_Veg,Weekly_Once,,None,Lunch_Dinner,3500,"July 10, 2017","May 21, 2021",False,0.947,4.42,South_Indian,0.343,False,92.0
S1247,Barkha Setty,2017,5,B.Tech,EE,MH_B,Gujarat,West,Veg,,Strict,Lactose,Custom,3500,2017-07-10,2021-05-26,False,0.604,1.69,North_Indian,0.777,False,168.0
S1248,Vivaan Lalla,2017,5,M.Tech,ME,MH_G,Bihar,North,Eggetarian,Weekly_Once,,,Full_Board,3500,2017-07-05,"May 16, 2019",False,0.746,5.0,Continental,0.075,,1711.0
S1249,Pavani Contractor,2017,5,PhD,ME,MH_B,Chhattisgarh,Central,Vegan,,,None,Full_Board,3500,2017-07-10,2022-05-29,False,0.741,3.1,South_Indian,0.275,False,434.0
S1250,Manthan Lata,2017,5,B.Tech,EE,MH_A,Madhya Pradesh,Central,Non_Veg,Weekly_Once,,None,Full_Board,3500,2017-07-18,2021-05-22,False,0.74,3.01,North_Indian,0.31,True,396.0
S1251,Ekbal Bhasin,2017,5,B.Tech,ME,MH_B,Telangana,South,Veg,,Strict,Nut,Custom,3500,2017-07-10,29/05/2021,False,0.848,3.82,No_Preference,0.64,False,561.0
S1252,Damyanti Mani,2017,5,B.Tech,CE,MH_G,Madhya Pradesh,Central,Veg,,Indifferent,None,Full_Board,3500,2017-07-16,2021-05-21,False,0.716,3.83,South_Indian,0.489,False,698.0
S1253,Jeet Sidhu,2017,5,PhD,ECE,MH_G,Madhya Pradesh,Central,Veg,,Flexible,,Lunch_Dinner,3500,2017-07-14,2022-05-22,False,0.573,4.58,No_Preference,0.407,False,396.0
S1254,Neha Magar,2017,5,B.Tech,CSE,MH_B,Bihar,North,Jain,,,None,Custom,3500,2017-07-19,21/05/2021,False,0.599,4.63,,0.352,False,78.0
S1255,Raksha Buch,2017,5,B.Tech,ECE,MH_A,Gujarat,West,Veg,,Strict,Others,Full_Board,3500,10/07/2017,2021-05-17,False,0.862,2.71,North_Indian,0.75,True,62.0
S1256,Rachana Naidu,2017,5,B.Tech,BT,MH_B,Himachal Pradesh,North,Veg,,Flexible,Lactose,Full_Board,3500,"July 19, 2017",2021-05-24,False,0.74,3.27,No_Preference,0.76,,1617.0
S1257,Atharv Chand,2017,5,M.Tech,CSE,MH_A,Rajasthan,North,Veg,,Flexible,,Full_Board,3500,"July 10, 2017",2019-05-22,False,0.69,4.39,No_Preference,0.31,,697.0
S1258,Ansh Luthra,2017,5,B.Tech,ME,MH_A,Chhattisgarh,Central,Veg,,Strict,Gluten,Full_Board,3500,2017-07-08,2021-05-25,False,0.774,3.16,North_Indian,0.29,False,175.0
S1259,Parth Singhal,2017,5,B.Tech,Other,MH_B,Rajasthan,North,Veg,,Strict,Lactose,Breakfast_Only,3500,"July 02, 2017",2021-05-26,False,0.754,3.12,North_Indian,0.864,True,427.0
S1260,Arunima Golla,2017,5,B.Tech,Other,MH_A,Goa,West,Veg,,Strict,None,Full_Board,3500,"July 10, 2017",2021-05-21,False,0.713,5.0,South_Indian,0.575,False,88.0
S1261,Vyanjana Chand,2017,5,B.Tech,ME,MH_B,Chhattisgarh,Central,Non_Veg,Alternate_Days,,,Lunch_Dinner,3500,2017-07-06,"May 25, 2021",False,0.807,3.54,North_Indian,0.354,True,1873.0
